NAME	ORIGINAL SIZE	AFTER RESTRICTING TO DATASET	STATUS	
GOBP_TRIGEMINAL_NERVE_DEVELOPMENT	11		Rejected!	
GOBP_VESTIBULOCOCHLEAR_NERVE_DEVELOPMENT	9		Rejected!	
GOBP_HINDBRAIN_MORPHOGENESIS	42		Rejected!	
GOBP_VENTRICULAR_SYSTEM_DEVELOPMENT	27		Rejected!	
GOBP_CRANIAL_NERVE_MORPHOGENESIS	26		Rejected!	
GOBP_CRANIAL_NERVE_FORMATION	9		Rejected!	
GOBP_CRANIAL_NERVE_STRUCTURAL_ORGANIZATION	9		Rejected!	
GOBP_FACIAL_NERVE_MORPHOGENESIS	10		Rejected!	
GOBP_CENTRAL_NERVOUS_SYSTEM_MATURATION	6		Rejected!	
GOBP_VESTIBULOCOCHLEAR_NERVE_MORPHOGENESIS	6		Rejected!	
GOBP_VESTIBULOCOCHLEAR_NERVE_FORMATION	5		Rejected!	
GOBP_LATERAL_VENTRICLE_DEVELOPMENT	11		Rejected!	
GOBP_NERVE_DEVELOPMENT	69	68		
GOBP_CEREBELLAR_PURKINJE_CELL_LAYER_DEVELOPMENT	23		Rejected!	
GOBP_CEREBELLAR_GRANULAR_LAYER_DEVELOPMENT	12		Rejected!	
GOBP_CEREBELLAR_GRANULAR_LAYER_MORPHOGENESIS	9		Rejected!	
GOBP_CEREBELLAR_GRANULAR_LAYER_FORMATION	7		Rejected!	
GOBP_CEREBELLAR_PURKINJE_CELL_LAYER_MORPHOGENESIS	16		Rejected!	
GOBP_CEREBELLAR_PURKINJE_CELL_LAYER_FORMATION	12		Rejected!	
GOBP_CEREBELLAR_CORTEX_DEVELOPMENT	44		Rejected!	
GOBP_CEREBELLAR_CORTEX_MORPHOGENESIS	32		Rejected!	
GOBP_CEREBELLAR_CORTEX_FORMATION	23		Rejected!	
GOBP_DEVELOPMENTAL_MATURATION	267		Rejected!	
GOBP_CEREBELLAR_PURKINJE_CELL_DIFFERENTIATION	10		Rejected!	
GOBP_STRIATUM_DEVELOPMENT	17		Rejected!	
GOBP_LIMBIC_SYSTEM_DEVELOPMENT	98	94		
GOBP_SUBSTANTIA_NIGRA_DEVELOPMENT	43		Rejected!	
GOBP_HIPPOCAMPUS_DEVELOPMENT	73	71		
GOBP_GLIAL_CELL_FATE_COMMITMENT	9		Rejected!	
GOBP_GLIAL_CELL_DEVELOPMENT	112	106		
GOBP_BRANCHIOMOTOR_NEURON_AXON_GUIDANCE	5		Rejected!	
GOBP_THALAMUS_DEVELOPMENT	13		Rejected!	
GOBP_CEREBRAL_CORTEX_CELL_MIGRATION	39		Rejected!	
GOBP_CEREBRAL_CORTEX_REGIONALIZATION	5		Rejected!	
GOBP_FOREBRAIN_DORSAL_VENTRAL_PATTERN_FORMATION	5		Rejected!	
GOBP_CEREBRAL_CORTEX_RADIALLY_ORIENTED_CELL_MIGRATION	29		Rejected!	
GOBP_CEREBRAL_CORTEX_TANGENTIAL_MIGRATION	6		Rejected!	
GOBP_CELL_MOTILITY_INVOLVED_IN_CEREBRAL_CORTEX_RADIAL_GLIA_GUIDED_MIGRATION	7		Rejected!	
GOBP_LAYER_FORMATION_IN_CEREBRAL_CORTEX	11		Rejected!	
GOBP_SUBSTRATE_INDEPENDENT_TELENCEPHALIC_TANGENTIAL_MIGRATION	7		Rejected!	
GOBP_CELL_PROLIFERATION_IN_FOREBRAIN	25		Rejected!	
GOBP_CEREBRAL_CORTEX_GABAERGIC_INTERNEURON_MIGRATION	5		Rejected!	
GOBP_HYPOTHALAMUS_DEVELOPMENT	20		Rejected!	
GOBP_PYRAMIDAL_NEURON_DIFFERENTIATION	10		Rejected!	
GOBP_FOREBRAIN_RADIAL_GLIAL_CELL_DIFFERENTIATION	6		Rejected!	
GOBP_FOREBRAIN_VENTRICULAR_ZONE_PROGENITOR_CELL_DIVISION	5		Rejected!	
GOBP_FOREBRAIN_REGIONALIZATION	20		Rejected!	
GOBP_FOREBRAIN_GENERATION_OF_NEURONS	56	53		
GOBP_FOREBRAIN_NEURON_FATE_COMMITMENT	7		Rejected!	
GOBP_FOREBRAIN_NEURON_DEVELOPMENT	25		Rejected!	
GOBP_FOREBRAIN_CELL_MIGRATION	53	50		
GOBP_OLFACTORY_BULB_INTERNEURON_DIFFERENTIATION	11		Rejected!	
GOBP_OLFACTORY_BULB_INTERNEURON_DEVELOPMENT	6		Rejected!	
GOBP_CEREBRAL_CORTEX_GABAERGIC_INTERNEURON_DIFFERENTIATION	10		Rejected!	
GOBP_CEREBRAL_CORTEX_GABAERGIC_INTERNEURON_DEVELOPMENT	6		Rejected!	
GOBP_CEREBRAL_CORTEX_NEURON_DIFFERENTIATION	20		Rejected!	
GOBP_ROSTROCAUDAL_NEURAL_TUBE_PATTERNING	9		Rejected!	
GOBP_DORSAL_VENTRAL_NEURAL_TUBE_PATTERNING	20		Rejected!	
GOBP_SMOOTHENED_SIGNALING_PATHWAY_INVOLVED_IN_VENTRAL_SPINAL_CORD_PATTERNING	6		Rejected!	
GOBP_NEURAL_TUBE_DEVELOPMENT	145	143		
GOBP_HINDBRAIN_RADIAL_GLIA_GUIDED_CELL_MIGRATION	9		Rejected!	
GOBP_REGULATION_OF_CEREBELLAR_GRANULE_CELL_PRECURSOR_PROLIFERATION	11		Rejected!	
GOBP_CEREBELLAR_PURKINJE_CELL_GRANULE_CELL_PRECURSOR_CELL_SIGNALING_INVOLVED_IN_REGULATION_OF_GRANULE_CELL_PRECURSOR_CELL_PROLIFERATION	7		Rejected!	
GOBP_SMOOTHENED_SIGNALING_PATHWAY_INVOLVED_IN_REGULATION_OF_CEREBELLAR_GRANULE_CELL_PRECURSOR_CELL_PROLIFERATION	5		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CEREBELLAR_GRANULE_CELL_PRECURSOR_PROLIFERATION	9		Rejected!	
GOBP_CENTRAL_NERVOUS_SYSTEM_PROJECTION_NEURON_AXONOGENESIS	26		Rejected!	
GOBP_CENTRAL_NERVOUS_SYSTEM_NEURON_DIFFERENTIATION	178	172		
GOBP_CENTRAL_NERVOUS_SYSTEM_NEURON_DEVELOPMENT	81	77		
GOBP_CENTRAL_NERVOUS_SYSTEM_NEURON_AXONOGENESIS	35		Rejected!	
GOBP_CORTICOSPINAL_TRACT_MORPHOGENESIS	6		Rejected!	
GOBP_ANTERIOR_COMMISSURE_MORPHOGENESIS	6		Rejected!	
GOBP_TELENCEPHALON_REGIONALIZATION	10		Rejected!	
GOBP_HYPOTHALAMUS_CELL_DIFFERENTIATION	7		Rejected!	
GOBP_PITUITARY_GLAND_DEVELOPMENT	41		Rejected!	
GOBP_ADENOHYPOPHYSIS_DEVELOPMENT	12		Rejected!	
GOBP_CEREBRAL_CORTEX_DEVELOPMENT	107	101		
GOBP_OLFACTORY_LOBE_DEVELOPMENT	28		Rejected!	
GOBP_NEUROGENESIS	1613		Rejected!	
GOBP_INTERKINETIC_NUCLEAR_MIGRATION	5		Rejected!	
GOBP_TANGENTIAL_MIGRATION_FROM_THE_SUBVENTRICULAR_ZONE_TO_THE_OLFACTORY_BULB	5		Rejected!	
GOBP_TELENCEPHALON_GLIAL_CELL_MIGRATION	22		Rejected!	
GOBP_METENCEPHALON_DEVELOPMENT	101	94		
GOBP_CORPUS_CALLOSUM_DEVELOPMENT	15		Rejected!	
GOBP_CELL_CYCLE_PROCESS	1415		Rejected!	
GOBP_MEMBRANE_DOCKING	181	177		
GOBP_REGULATION_OF_CELL_CELL_ADHESION	437		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_CELL_CELL_ADHESION	189	174		
GOBP_POSITIVE_REGULATION_OF_CELL_CELL_ADHESION	276		Rejected!	
GOBP_CELLULAR_COMPONENT_DISASSEMBLY	560		Rejected!	
GOBP_CELLULAR_PROCESS_INVOLVED_IN_REPRODUCTION_IN_MULTICELLULAR_ORGANISM	357		Rejected!	
GOBP_PROTEIN_MATURATION_BY_PROTEIN_FOLDING	8		Rejected!	
GOBP_DIGESTIVE_SYSTEM_PROCESS	99	98		
GOBP_OVULATION_CYCLE_PROCESS	43		Rejected!	
GOBP_REGULATION_OF_ANATOMICAL_STRUCTURE_MORPHOGENESIS	1006		Rejected!	
GOBP_REGULATION_OF_CELL_MORPHOGENESIS	305		Rejected!	
GOBP_MAMMALIAN_OOGENESIS_STAGE	7		Rejected!	
GOBP_BIOLOGICAL_ADHESION	1481		Rejected!	
GOBP_GLAND_MORPHOGENESIS	111	108		
GOBP_RIBONUCLEOPROTEIN_COMPLEX_BIOGENESIS	472		Rejected!	
GOBP_MEMBRANE_TO_MEMBRANE_DOCKING	5		Rejected!	
GOBP_DNA_STRAND_ELONGATION	26		Rejected!	
GOBP_EXTRACELLULAR_MATRIX_DISASSEMBLY	81	78		
GOBP_ELECTRON_TRANSPORT_CHAIN	178	156		
GOBP_RESPIRATORY_ELECTRON_TRANSPORT_CHAIN	117	99		
GOBP_SIGNAL_TRANSDUCTION_INVOLVED_IN_REGULATION_OF_GENE_EXPRESSION	17		Rejected!	
GOBP_CD40_SIGNALING_PATHWAY	15		Rejected!	
GOBP_NEURONAL_SIGNAL_TRANSDUCTION	7		Rejected!	
GOBP_POSITIVE_REGULATION_OF_SIGNALING	1725		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_SIGNALING	1409		Rejected!	
GOBP_ADAPTATION_OF_SIGNALING_PATHWAY	21		Rejected!	
GOBP_SIGNAL_RELEASE	475		Rejected!	
GOBP_METAL_ION_TRANSPORT	486		Rejected!	
GOBP_CELLULAR_ANION_HOMEOSTASIS	14		Rejected!	
GOBP_CELLULAR_MONOVALENT_INORGANIC_CATION_HOMEOSTASIS	115	108		
GOBP_CELLULAR_POTASSIUM_ION_HOMEOSTASIS	13		Rejected!	
GOBP_ESTABLISHMENT_OF_CELL_POLARITY	137	133		
GOBP_MAINTENANCE_OF_CELL_POLARITY	18		Rejected!	
GOBP_ACTIN_FILAMENT_BASED_PROCESS	790		Rejected!	
GOBP_CELL_PROJECTION_ORGANIZATION	1567		Rejected!	
GOBP_CELL_PROJECTION_ASSEMBLY	595		Rejected!	
GOBP_LAMELLIPODIUM_ASSEMBLY	72	65		
GOBP_MICROVILLUS_ASSEMBLY	16		Rejected!	
GOBP_ACTIN_FILAMENT_DEPOLYMERIZATION	59	58		
GOBP_PARALLEL_ACTIN_FILAMENT_BUNDLE_ASSEMBLY	7		Rejected!	
GOBP_ACTIN_MODIFICATION	5		Rejected!	
GOBP_ACTIN_FILAMENT_BASED_MOVEMENT	150	141		
GOBP_MUSCLE_FILAMENT_SLIDING	39		Rejected!	
GOBP_PEPTIDE_HORMONE_SECRETION	247		Rejected!	
GOBP_INSULIN_SECRETION	207	200		
GOBP_PROTEIN_REPAIR	7		Rejected!	
GOBP_MYELOID_CELL_DIFFERENTIATION	419		Rejected!	
GOBP_REGULATION_OF_ENDOCYTOSIS	206	194		
GOBP_NATURAL_KILLER_CELL_ACTIVATION	84	81		
GOBP_WATER_HOMEOSTASIS	79	78		
GOBP_REGULATION_OF_WNT_SIGNALING_PATHWAY	365		Rejected!	
GOBP_SPHINGOLIPID_BIOSYNTHETIC_PROCESS	109	109		
GOBP_PROTEIN_IMPORT_INTO_MITOCHONDRIAL_MATRIX	20		Rejected!	
GOBP_REGULATION_OF_CELL_ADHESION	732		Rejected!	
GOBP_PANCREATIC_JUICE_SECRETION	11		Rejected!	
GOBP_REGULATION_OF_PROTEOLYSIS	731		Rejected!	
GOBP_PROTEIN_CATABOLIC_PROCESS	947		Rejected!	
GOBP_PROTEOGLYCAN_BIOSYNTHETIC_PROCESS	62	59		
GOBP_PLATELET_ACTIVATION	157	152		
GOBP_REGULATION_OF_DNA_DEPENDENT_DNA_REPLICATION_INITIATION	6		Rejected!	
GOBP_POSITIVE_REGULATION_OF_WNT_SIGNALING_PATHWAY	179	168		
GOBP_NEGATIVE_REGULATION_OF_WNT_SIGNALING_PATHWAY	212		Rejected!	
GOBP_NEURON_DIFFERENTIATION	1357		Rejected!	
GOBP_B_CELL_DIFFERENTIATION	137	130		
GOBP_COLLAGEN_FIBRIL_ORGANIZATION	54	51		
GOBP_HEPARAN_SULFATE_PROTEOGLYCAN_METABOLIC_PROCESS	31		Rejected!	
GOBP_HEPARIN_METABOLIC_PROCESS	12		Rejected!	
GOBP_DERMATAN_SULFATE_METABOLIC_PROCESS	13		Rejected!	
GOBP_CHONDROITIN_SULFATE_BIOSYNTHETIC_PROCESS	25		Rejected!	
GOBP_CHONDROITIN_SULFATE_CATABOLIC_PROCESS	14		Rejected!	
GOBP_HYALURONAN_METABOLIC_PROCESS	39		Rejected!	
GOBP_HYALURONAN_BIOSYNTHETIC_PROCESS	14		Rejected!	
GOBP_HYALURONAN_CATABOLIC_PROCESS	18		Rejected!	
GOBP_KERATINOCYTE_DIFFERENTIATION	302		Rejected!	
GOBP_T_CELL_DIFFERENTIATION	246		Rejected!	
GOBP_MEGAKARYOCYTE_DIFFERENTIATION	100	98		
GOBP_EOSINOPHIL_DIFFERENTIATION	5		Rejected!	
GOBP_NEUTROPHIL_DIFFERENTIATION	8		Rejected!	
GOBP_MONOCYTE_DIFFERENTIATION	36		Rejected!	
GOBP_MACROPHAGE_DIFFERENTIATION	47		Rejected!	
GOBP_MALE_SEX_DETERMINATION	10		Rejected!	
GOBP_MYOFIBRIL_ASSEMBLY	59	58		
GOBP_SKELETAL_MUSCLE_THIN_FILAMENT_ASSEMBLY	6		Rejected!	
GOBP_AUTOPHAGY_OF_PEROXISOME	6		Rejected!	
GOBP_GROWTH_HORMONE_SECRETION	14		Rejected!	
GOBP_LIPID_MODIFICATION	270		Rejected!	
GOBP_LIPID_GLYCOSYLATION	12		Rejected!	
GOBP_CHROMOSOME_CONDENSATION	46		Rejected!	
GOBP_APOPTOTIC_CHROMOSOME_CONDENSATION	5		Rejected!	
GOBP_MAINTENANCE_OF_GASTROINTESTINAL_EPITHELIUM	22		Rejected!	
GOBP_REGULATION_OF_OSSIFICATION	111	106		
GOBP_NEGATIVE_REGULATION_OF_OSSIFICATION	37		Rejected!	
GOBP_BONE_MINERALIZATION	112	105		
GOBP_REGULATION_OF_INTESTINAL_CHOLESTEROL_ABSORPTION	9		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CELL_GROWTH	161	146		
GOBP_NEGATIVE_REGULATION_OF_CELL_GROWTH	185	173		
GOBP_POLY_N_ACETYLLACTOSAMINE_METABOLIC_PROCESS	13		Rejected!	
GOBP_OSTEOCLAST_DIFFERENTIATION	92	89		
GOBP_MELANOCYTE_DIFFERENTIATION	24		Rejected!	
GOBP_CELLULAR_MONOVALENT_INORGANIC_ANION_HOMEOSTASIS	6		Rejected!	
GOBP_STABILIZATION_OF_MEMBRANE_POTENTIAL	17		Rejected!	
GOBP_ADRENAL_GLAND_DEVELOPMENT	21		Rejected!	
GOBP_DNA_DAMAGE_RESPONSE_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR	106	103		
GOBP_FRUCTOSE_1_6_BISPHOSPHATE_METABOLIC_PROCESS	10		Rejected!	
GOBP_MEMBRANE_DISASSEMBLY	15		Rejected!	
GOBP_PRODUCTION_OF_SIRNA_INVOLVED_IN_RNA_INTERFERENCE	11		Rejected!	
GOBP_SLEEP	31		Rejected!	
GOBP_PERISTALSIS	11		Rejected!	
GOBP_UBIQUITIN_DEPENDENT_ERAD_PATHWAY	79	77		
GOBP_REGULATION_OF_COMPLEMENT_ACTIVATION	114	50		
GOBP_REGULATION_OF_COMPLEMENT_ACTIVATION_ALTERNATIVE_PATHWAY	5		Rejected!	
GOBP_TRNA_METHYLATION	40		Rejected!	
GOBP_MATURATION_OF_SSU_RRNA	50		Rejected!	
GOBP_FATTY_ACID_ELONGATION	13		Rejected!	
GOBP_REGULATION_OF_BONE_MINERALIZATION	75	70		
GOBP_POSITIVE_REGULATION_OF_BONE_MINERALIZATION	39		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_BONE_MINERALIZATION	20		Rejected!	
GOBP_REGULATION_OF_BMP_SIGNALING_PATHWAY	91	85		
GOBP_NEGATIVE_REGULATION_OF_TRANSFORMING_GROWTH_FACTOR_BETA_RECEPTOR_SIGNALING_PATHWAY	86	80		
GOBP_POSITIVE_REGULATION_OF_BMP_SIGNALING_PATHWAY	34		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_BMP_SIGNALING_PATHWAY	51		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_AXON_EXTENSION	43		Rejected!	
GOBP_INTRACELLULAR_STEROID_HORMONE_RECEPTOR_SIGNALING_PATHWAY	113	108		
GOBP_INTRACELLULAR_ESTROGEN_RECEPTOR_SIGNALING_PATHWAY	57	56		
GOBP_ANDROGEN_RECEPTOR_SIGNALING_PATHWAY	40		Rejected!	
GOBP_INTRACELLULAR_RECEPTOR_SIGNALING_PATHWAY	274		Rejected!	
GOBP_ADULT_BEHAVIOR	117	113		
GOBP_MALE_GENITALIA_DEVELOPMENT	20		Rejected!	
GOBP_FEMALE_GENITALIA_DEVELOPMENT	16		Rejected!	
GOBP_COLLAGEN_CATABOLIC_PROCESS	47		Rejected!	
GOBP_NUCLEAR_BODY_ORGANIZATION	14		Rejected!	
GOBP_PML_BODY_ORGANIZATION	6		Rejected!	
GOBP_UBIQUITIN_DEPENDENT_SMAD_PROTEIN_CATABOLIC_PROCESS	6		Rejected!	
GOBP_NEUTROPHIL_CHEMOTAXIS	102	98		
GOBP_LEUKOCYTE_CHEMOTAXIS	225		Rejected!	
GOBP_AMINOGLYCOSIDE_ANTIBIOTIC_METABOLIC_PROCESS	10		Rejected!	
GOBP_REGULATION_OF_VITAMIN_METABOLIC_PROCESS	10		Rejected!	
GOBP_CYTOSKELETON_DEPENDENT_INTRACELLULAR_TRANSPORT	195	183		
GOBP_OVULATION	16		Rejected!	
GOBP_SEQUESTERING_OF_TRIGLYCERIDE	17		Rejected!	
GOBP_REGULATION_OF_NUCLEOTIDE_BIOSYNTHETIC_PROCESS	42		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_NUCLEOTIDE_BIOSYNTHETIC_PROCESS	8		Rejected!	
GOBP_POSITIVE_REGULATION_OF_NUCLEOTIDE_BIOSYNTHETIC_PROCESS	21		Rejected!	
GOBP_REGULATION_OF_ACTIN_FILAMENT_LENGTH	186	173		
GOBP_NEGATIVE_REGULATION_OF_ACTIN_FILAMENT_DEPOLYMERIZATION	45		Rejected!	
GOBP_POSITIVE_REGULATION_OF_ACTIN_FILAMENT_DEPOLYMERIZATION	13		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_ACTIN_FILAMENT_POLYMERIZATION	64	58		
GOBP_POSITIVE_REGULATION_OF_ACTIN_FILAMENT_POLYMERIZATION	97	91		
GOBP_PROSTATE_GLAND_DEVELOPMENT	41		Rejected!	
GOBP_GRANULOCYTE_DIFFERENTIATION	33		Rejected!	
GOBP_REGULATION_OF_GRANULOCYTE_DIFFERENTIATION	15		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_GRANULOCYTE_DIFFERENTIATION	8		Rejected!	
GOBP_POSITIVE_REGULATION_OF_GRANULOCYTE_DIFFERENTIATION	8		Rejected!	
GOBP_EPITHELIAL_CELL_DIFFERENTIATION	775		Rejected!	
GOBP_REGULATION_OF_EPITHELIAL_CELL_DIFFERENTIATION	156	139		
GOBP_NEGATIVE_REGULATION_OF_EPITHELIAL_CELL_DIFFERENTIATION	47		Rejected!	
GOBP_POSITIVE_REGULATION_OF_EPITHELIAL_CELL_DIFFERENTIATION	61	52		
GOBP_POLARIZED_EPITHELIAL_CELL_DIFFERENTIATION	22		Rejected!	
GOBP_CORTICAL_CYTOSKELETON_ORGANIZATION	58	58		
GOBP_CORTICAL_ACTIN_CYTOSKELETON_ORGANIZATION	38		Rejected!	
GOBP_THYROID_GLAND_DEVELOPMENT	22		Rejected!	
GOBP_MAMMARY_GLAND_DEVELOPMENT	132	125		
GOBP_REGULATION_OF_MYELOID_DENDRITIC_CELL_ACTIVATION	5		Rejected!	
GOBP_REGULATION_OF_B_CELL_PROLIFERATION	61	59		
GOBP_NEGATIVE_REGULATION_OF_B_CELL_PROLIFERATION	17		Rejected!	
GOBP_POSITIVE_REGULATION_OF_B_CELL_PROLIFERATION	40		Rejected!	
GOBP_FOREBRAIN_DEVELOPMENT	357		Rejected!	
GOBP_MIDBRAIN_DEVELOPMENT	86	82		
GOBP_HINDBRAIN_DEVELOPMENT	139	131		
GOBP_NOTOCHORD_DEVELOPMENT	17		Rejected!	
GOBP_PARANODAL_JUNCTION_ASSEMBLY	5		Rejected!	
GOBP_OTIC_VESICLE_FORMATION	8		Rejected!	
GOBP_MIDBRAIN_HINDBRAIN_BOUNDARY_DEVELOPMENT	7		Rejected!	
GOBP_REGULATION_OF_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY	33		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY	14		Rejected!	
GOBP_POSITIVE_REGULATION_OF_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY	16		Rejected!	
GOBP_ESTABLISHMENT_OR_MAINTENANCE_OF_CYTOSKELETON_POLARITY	8		Rejected!	
GOBP_ASTRAL_MICROTUBULE_ORGANIZATION	10		Rejected!	
GOBP_ENDOPLASMIC_RETICULUM_UNFOLDED_PROTEIN_RESPONSE	127	125		
GOBP_RESPONSE_TO_CAFFEINE	17		Rejected!	
GOBP_PANCREAS_DEVELOPMENT	73	72		
GOBP_EXOCRINE_PANCREAS_DEVELOPMENT	5		Rejected!	
GOBP_ENDOCRINE_PANCREAS_DEVELOPMENT	45		Rejected!	
GOBP_MICROTUBULE_ORGANIZING_CENTER_ORGANIZATION	140	136		
GOBP_ACTOMYOSIN_STRUCTURE_ORGANIZATION	190	182		
GOBP_MYOSIN_FILAMENT_ORGANIZATION	5		Rejected!	
GOBP_PRIMARY_MIRNA_PROCESSING	13		Rejected!	
GOBP_PRE_MIRNA_PROCESSING	15		Rejected!	
GOBP_CHROMATIN_REMODELING_AT_CENTROMERE	47		Rejected!	
GOBP_REGULATION_OF_HISTONE_MODIFICATION	141	132		
GOBP_NEGATIVE_REGULATION_OF_HISTONE_MODIFICATION	45		Rejected!	
GOBP_REGULATION_OF_HISTONE_METHYLATION	61	56		
GOBP_NEGATIVE_REGULATION_OF_HISTONE_METHYLATION	21		Rejected!	
GOBP_POSITIVE_REGULATION_OF_HISTONE_METHYLATION	36		Rejected!	
GOBP_REGULATION_OF_HISTONE_DEACETYLATION	28		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_HISTONE_DEACETYLATION	8		Rejected!	
GOBP_POSITIVE_REGULATION_OF_HISTONE_DEACETYLATION	17		Rejected!	
GOBP_EMBRYONIC_CAMERA_TYPE_EYE_DEVELOPMENT	33		Rejected!	
GOBP_POST_EMBRYONIC_CAMERA_TYPE_EYE_DEVELOPMENT	6		Rejected!	
GOBP_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_DEADENYLATION_INDEPENDENT_DECAY	7		Rejected!	
GOBP_STRESS_ACTIVATED_PROTEIN_KINASE_SIGNALING_CASCADE	276		Rejected!	
GOBP_REGENERATION	192	178		
GOBP_ANIMAL_ORGAN_REGENERATION	73	69		
GOBP_NEURON_PROJECTION_REGENERATION	58	53		
GOBP_MICROTUBULE_POLYMERIZATION_OR_DEPOLYMERIZATION	114	108		
GOBP_REGULATION_OF_MICROTUBULE_POLYMERIZATION_OR_DEPOLYMERIZATION	81	76		
GOBP_NEGATIVE_REGULATION_OF_MICROTUBULE_POLYMERIZATION_OR_DEPOLYMERIZATION	37		Rejected!	
GOBP_POSITIVE_REGULATION_OF_MICROTUBULE_POLYMERIZATION_OR_DEPOLYMERIZATION	33		Rejected!	
GOBP_REGULATION_OF_MICROTUBULE_POLYMERIZATION	50		Rejected!	
GOBP_REGULATION_OF_MICROTUBULE_DEPOLYMERIZATION	29		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_MICROTUBULE_POLYMERIZATION	13		Rejected!	
GOBP_RRNA_PSEUDOURIDINE_SYNTHESIS	10		Rejected!	
GOBP_TRNA_PSEUDOURIDINE_SYNTHESIS	5		Rejected!	
GOBP_CYTOPLASMIC_MICROTUBULE_ORGANIZATION	62	61		
GOBP_RNA_3_END_PROCESSING	153	136		
GOBP_MRNA_3_END_PROCESSING	99	96		
GOBP_RRNA_3_END_PROCESSING	10		Rejected!	
GOBP_SNO_S_RNA_3_END_PROCESSING	12		Rejected!	
GOBP_DEVELOPMENTAL_INDUCTION	32		Rejected!	
GOBP_ANAPHASE_PROMOTING_COMPLEX_DEPENDENT_CATABOLIC_PROCESS	83	81		
GOBP_SCF_DEPENDENT_PROTEASOMAL_UBIQUITIN_DEPENDENT_PROTEIN_CATABOLIC_PROCESS	93	90		
GOBP_RRNA_METHYLATION	28		Rejected!	
GOBP_PEPTIDE_MODIFICATION	5		Rejected!	
GOBP_POSTTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE_TRANSLOCATION	7		Rejected!	
GOBP_PSEUDOPODIUM_ORGANIZATION	17		Rejected!	
GOBP_REGULATION_OF_PSEUDOPODIUM_ASSEMBLY	14		Rejected!	
GOBP_REGULATION_OF_CYCLASE_ACTIVITY	46		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CYCLASE_ACTIVITY	21		Rejected!	
GOBP_REGULATION_OF_GUANYLATE_CYCLASE_ACTIVITY	12		Rejected!	
GOBP_POSITIVE_REGULATION_OF_GUANYLATE_CYCLASE_ACTIVITY	9		Rejected!	
GOBP_RETINAL_GANGLION_CELL_AXON_GUIDANCE	19		Rejected!	
GOBP_MEMBRANE_PROTEIN_INTRACELLULAR_DOMAIN_PROTEOLYSIS	20		Rejected!	
GOBP_LYMPHOCYTE_COSTIMULATION	59	55		
GOBP_REPLICATION_FORK_PROCESSING	40		Rejected!	
GOBP_REGULATION_OF_CELLULAR_CATABOLIC_PROCESS	848		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_CELLULAR_CATABOLIC_PROCESS	255		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_PROTEIN_CONTAINING_COMPLEX_ASSEMBLY	138	129		
GOBP_POSITIVE_REGULATION_OF_PROTEIN_CONTAINING_COMPLEX_ASSEMBLY	254		Rejected!	
GOBP_REGULATION_OF_VESICLE_FUSION	24		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_VESICLE_FUSION	6		Rejected!	
GOBP_POSITIVE_REGULATION_OF_VESICLE_FUSION	10		Rejected!	
GOBP_REGULATION_OF_CELL_KILLING	98	96		
GOBP_NEGATIVE_REGULATION_OF_CELL_KILLING	26		Rejected!	
GOBP_POSITIVE_REGULATION_OF_CELL_KILLING	63	61		
GOBP_REGULATION_OF_CELL_PROJECTION_ORGANIZATION	628		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_CELL_PROJECTION_ORGANIZATION	179	163		
GOBP_POSITIVE_REGULATION_OF_CELL_PROJECTION_ORGANIZATION	344		Rejected!	
GOBP_REGULATION_OF_DEFENSE_RESPONSE	692		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_DEFENSE_RESPONSE	236	195		
GOBP_POSITIVE_REGULATION_OF_DEFENSE_RESPONSE	359		Rejected!	
GOBP_N_TERMINAL_PROTEIN_AMINO_ACID_MODIFICATION	29		Rejected!	
GOBP_NEGATIVE_REGULATION_OF_PROSTAGLANDIN_BIOSYNTHETIC_PROCESS	5		Rejected!	
GOBP_POSITIVE_REGULATION_OF_PROSTAGLANDIN_BIOSYNTHETIC_PROCESS	7		Rejected!	
