Accession,Title,Sample Type,Taxonomy,Channels,Platform,Series,Supplementary Types,Supplementary Links,SRA Accession,Contact,Release Date
GSM886950,"COLO 792","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM886nnn/GSM886950/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM886951,"COLO-800","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM886nnn/GSM886951/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM886952,"COLO-818","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM886nnn/GSM886952/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM886953,"COLO 829","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM886nnn/GSM886953/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM886954,"COLO-849","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM886nnn/GSM886954/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM886955,"COR-L105","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM886nnn/GSM886955/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM886956,"COR-L23","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM886nnn/GSM886956/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM886957,"COR-L24","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM886nnn/GSM886957/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM886958,"COR-L311","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM886nnn/GSM886958/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM886959,"COR-L47","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM886nnn/GSM886959/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM886960,"COR-L88","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM886nnn/GSM886960/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM886961,"COR-L95","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM886nnn/GSM886961/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM886962,"COV318","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM886nnn/GSM886962/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM886963,"COV362","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM886nnn/GSM886963/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM886964,"COV434","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM886nnn/GSM886964/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM886965,"COV504","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM886nnn/GSM886965/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM886966,"COV644","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM886nnn/GSM886966/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM886967,"CPC-N","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM886nnn/GSM886967/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM886968,"CW-2","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM886nnn/GSM886968/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM886969,"D283 Med","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM886nnn/GSM886969/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM886970,"D341 Med","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM886nnn/GSM886970/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM886971,"DAN-G","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM886nnn/GSM886971/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM886972,"Daoy","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM886nnn/GSM886972/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM886973,"Daudi","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM886nnn/GSM886973/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM886974,"DBTRG-05MG","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM886nnn/GSM886974/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM886975,"DB","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM886nnn/GSM886975/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM886976,"DEL","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM886nnn/GSM886976/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM886977,"Detroit 562","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM886nnn/GSM886977/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM886978,"DK-MG","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM886nnn/GSM886978/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM886979,"DLD-1","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM886nnn/GSM886979/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM886980,"DMS 114","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM886nnn/GSM886980/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM886981,"DMS 153","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM886nnn/GSM886981/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM886982,"DMS 273","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM886nnn/GSM886982/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM886983,"DMS 454","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM886nnn/GSM886983/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM886984,"DMS 53","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM886nnn/GSM886984/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM886985,"DMS 79","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM886nnn/GSM886985/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM886986,"DND-41","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM886nnn/GSM886986/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM886987,"DOHH-2","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM886nnn/GSM886987/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM886988,"DU 145","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM886nnn/GSM886988/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM886989,"DU4475","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM886nnn/GSM886989/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM886990,"DV-90","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM886nnn/GSM886990/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM886991,"EB1","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM886nnn/GSM886991/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM886992,"EB2","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM886nnn/GSM886992/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM886993,"EBC-1","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM886nnn/GSM886993/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM886994,"ECC10","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM886nnn/GSM886994/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM886995,"ECC12","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM886nnn/GSM886995/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM886996,"EC-GI-10","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM886nnn/GSM886996/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM886997,"EFE-184","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM886nnn/GSM886997/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM886998,"EFM-192A","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM886nnn/GSM886998/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM886999,"EFM-19","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM886nnn/GSM886999/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887000,"EFO-21","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887000/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887001,"EFO-27","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887001/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887002,"EHEB","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887002/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887003,"EJM","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887003/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887004,"EM-2","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887004/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887005,"EN","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887005/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887006,"EOL-1","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887006/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887007,"EPLC-272H","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887007/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887008,"ES-2","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887008/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887009,"ESS-1","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887009/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887010,"F-36P","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887010/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887011,"FaDu","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887011/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887012,"FTC-133","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887012/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887013,"FU97","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887013/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887014,"FU-OV-1","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887014/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887015,"G-292, clone A141B1","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887015/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887016,"G-361","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887016/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887017,"G-401","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887017/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887018,"G-402","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887018/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887019,"GA-10","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887019/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887020,"GAMG","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887020/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887021,"GCIY","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887021/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887022,"GCT","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887022/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887023,"GDM-1","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887023/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887024,"GI-1","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887024/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887025,"GMS-10","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887025/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887026,"GOS-3","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887026/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887027,"GP2d","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887027/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887028,"GRANTA-519","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887028/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887029,"GSS","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887029/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887030,"GSU","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887030/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887031,"H4","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887031/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887032,"HARA","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887032/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887033,"HCC1143","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887033/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887034,"HCC-1171","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887034/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887035,"HCC1187","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887035/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887036,"HCC-1195","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887036/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887037,"HCC1395","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887037/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887038,"HCC1419","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887038/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887039,"HCC1428","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887039/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887040,"HCC1500","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887040/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887041,"HCC1569","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887041/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887042,"HCC1599","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887042/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887043,"HCC-15","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887043/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887044,"HCC1806","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887044/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887045,"HCC1937","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887045/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887046,"HCC1954","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887046/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887047,"HCC202","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887047/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887048,"HCC2157","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887048/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887049,"HCC2218","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887049/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887050,"HCC-2279","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887050/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887051,"HCC2935","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887051/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887052,"HCC-33","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887052/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887053,"HCC-366","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887053/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887054,"HCC38","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887054/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887055,"HCC4006","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887055/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887056,"HCC-44","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887056/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887057,"HCC-56","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887057/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887058,"HCC70","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887058/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887059,"HCC-78","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887059/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887060,"HCC827","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887060/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887061,"HCC-95","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887061/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887062,"HCT 116","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887062/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887063,"HCT-15","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887063/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887064,"HDLM-2","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887064/suppl",,"Nicolas Stransky","Mar 20, 2012"
GSM887065,"HD-MY-Z","RNA","Homo sapiens",1,GPL15308,GSE36133;GSE36139,"CEL","ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM887nnn/GSM887065/suppl",,"Nicolas Stransky","Mar 20, 2012"
